SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
22,10:37:41,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,009,0.515633,2.918371,0.438208,4.480022,2.632933,2.509495,3.624384,0.991451,25.068317,26.301384,36.205372,0.441786,PSF-00474_20240715103741,0.000000,0.000000,0.000000,111.595985,317.240234,0.648229,0.5,0.80,40.606018,68.27,65.07,28.28,27.21,100.11,156.3,154.9,0.9,157,4.057,-44,18,355,58.25,52.62,46.83,-159.93,21.37,106.08,44.14,13:55:52,2024-07-15,44.433170,-73.195320,94.900002,12,0.880000,10:29:38,2024-07-15,-0.44,0.003,0.005,-9999.000,0.436,-0.181,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.503353,2.470594,1.663023,0.835498,0.239409,-0.011652,0.275590,0.240600,111.595985,0.000225,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715103741,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
23,10:39:00,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,010,0.426673,2.917412,0.372234,4.736416,2.583518,2.452843,3.816655,1.233137,24.500986,25.806273,38.123848,0.441786,PSF-00474_20240715103900,0.000000,0.000000,0.000000,149.154785,317.985901,0.530939,0.5,0.80,164.350601,65.46,62.15,28.67,28.10,100.11,156.2,155.0,0.8,774,4.056,0,-27,340,67.01,39.06,27.00,70.00,21.37,106.54,43.80,13:57:11,2024-07-15,44.433167,-73.195335,95.400002,12,0.880000,10:29:38,2024-07-15,-0.44,0.001,0.001,0.014,-1.063,-1.481,-2.225,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.499271,2.466834,1.662030,0.835602,0.235687,-0.005874,0.283685,0.767179,149.154785,0.000221,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715103900,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
24,10:40:02,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,010,0.524423,2.916906,0.444506,5.188736,2.583034,2.439848,3.714687,1.131653,24.375381,25.805889,37.111702,0.441786,PSF-00474_20240715104002,0.000000,0.000000,0.000000,97.104195,265.156738,0.633786,0.5,0.80,392.098694,64.23,60.67,29.00,27.63,100.09,156.1,154.9,0.8,1547,4.054,8,-13,300,41.07,75.39,15.23,-1.08,21.37,106.77,43.63,13:58:12,2024-07-15,44.433182,-73.195328,95.500000,11,0.890000,10:39:50,2024-07-15,-0.33,0.006,0.002,0.012,-0.279,0.940,6.255,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.497156,2.464993,1.661508,0.835478,0.232672,-0.015340,0.289804,1.426432,97.104195,0.000221,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104002,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
25,10:40:27,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,010,0.481228,2.920355,0.413148,6.791800,2.564528,2.377571,4.154833,1.590305,23.752312,25.620045,41.507446,0.441786,PSF-00474_20240715104027,0.000000,0.000000,0.000000,156.367416,233.628265,0.330700,0.5,0.80,184.939590,63.36,58.74,29.11,29.56,100.10,156.5,154.9,1.0,1398,4.054,9,-3,226,37.05,79.81,9.48,-115.48,21.37,106.77,43.63,13:58:38,2024-07-15,44.433201,-73.195320,95.500000,14,0.750000,10:39:50,2024-07-15,-0.33,-0.004,0.001,0.004,-1.279,0.347,8.324,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.494500,2.463833,1.665085,0.835513,0.231656,0.006527,0.292335,1.299697,156.367416,0.000221,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104027,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
26,10:40:53,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,010,0.462431,2.919422,0.399199,6.281561,2.609467,2.436511,4.131485,1.522018,24.341745,26.069641,41.275223,0.441786,PSF-00474_20240715104053,0.000000,0.000000,0.000000,162.447815,300.106659,0.458700,0.5,0.80,226.260422,64.05,59.81,29.22,29.47,100.10,156.4,154.8,1.0,1233,4.050,8,-9,189,36.55,80.34,12.02,-122.31,21.37,106.99,43.46,13:59:04,2024-07-15,44.433167,-73.195358,96.900002,14,0.750000,10:39:50,2024-07-15,-0.33,-0.001,0.001,0.022,0.274,0.727,-6.576,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.495915,2.464698,1.664114,0.835395,0.230618,0.003963,0.294883,1.158997,162.447815,0.000225,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104053,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
27,10:43:02,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,011,0.834700,2.916873,0.648985,8.760340,2.677455,2.435902,3.983817,1.306362,24.332556,26.745468,39.794895,0.441786,PSF-00474_20240715104302,0.000000,0.000000,0.000000,120.431183,234.949707,0.487417,0.5,0.80,241.012665,64.37,58.56,29.58,28.84,100.11,156.1,154.1,1.3,1236,4.049,-42,2,29,48.93,65.70,42.04,-148.01,21.37,107.46,43.12,14:01:12,2024-07-15,44.433182,-73.195312,96.800003,14,0.750000,10:39:50,2024-07-15,-0.33,0.000,-0.004,0.028,-0.057,0.537,-6.591,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.494112,2.465006,1.661474,0.834009,0.227355,-0.008034,0.307243,1.161565,120.431183,0.000222,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104302,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
28,10:43:23,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,011,0.862377,2.917367,0.665619,8.575789,2.718513,2.482239,3.965253,1.246740,24.795359,27.155527,39.609352,0.441786,PSF-00474_20240715104323,0.000000,0.000000,0.000000,139.170883,262.077576,0.468971,0.5,0.80,248.136276,65.19,59.52,29.63,28.76,100.11,156.2,153.6,1.6,1323,4.047,-38,8,60,22.86,92.14,38.71,-107.14,21.37,107.46,43.12,14:01:34,2024-07-15,44.433193,-73.195312,96.800003,14,0.830000,10:39:50,2024-07-15,-0.33,-0.001,-0.003,0.003,-0.087,-0.778,-5.298,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.495410,2.466063,1.661984,0.833169,0.226960,-0.009540,0.309248,1.235441,139.170883,0.000216,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104323,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
29,10:43:50,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,011,0.757148,2.918332,0.601176,8.000199,2.711134,2.490894,3.998553,1.287418,24.884556,27.084801,39.946377,0.441786,PSF-00474_20240715104350,0.000000,0.000000,0.000000,128.105515,252.399445,0.492449,0.5,0.80,232.944550,64.83,59.56,29.68,28.90,100.10,156.3,154.5,1.2,1183,4.044,-34,1,101,9.44,98.65,34.01,-77.21,21.37,107.69,42.95,14:02:01,2024-07-15,44.433193,-73.195328,98.000000,13,0.780000,10:39:50,2024-07-15,-0.33,-0.001,0.002,0.012,2.078,3.064,-0.411,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.495455,2.465586,1.662983,0.834739,0.226531,-0.008384,0.311650,1.115847,128.105515,0.000224,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104350,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
30,10:46:42,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,012,0.356185,2.918436,0.317443,3.810791,2.479746,2.374566,3.644968,1.165222,23.715660,24.766130,36.403629,0.441786,PSF-00474_20240715104642,0.000000,0.000000,0.000000,107.476112,337.599640,0.681646,0.5,0.80,51.023899,58.97,56.47,29.77,27.31,100.13,156.3,154.8,1.0,187,4.043,-42,5,3,61.07,48.38,42.24,-169.55,21.37,108.16,42.61,14:04:52,2024-07-15,44.433201,-73.195335,98.199997,14,0.750000,10:39:50,2024-07-15,-0.33,0.006,0.004,-0.002,0.132,0.090,-0.192,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491214,2.457936,1.663090,0.835325,0.225684,-0.028530,0.326620,0.266645,107.476112,0.000220,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104642,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
31,10:46:59,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,012,0.412416,2.918235,0.361349,3.853881,2.502487,2.396121,3.538192,1.035705,23.929983,24.992254,35.335804,0.441786,PSF-00474_20240715104659,0.000000,0.000000,0.000000,109.901192,342.585693,0.679201,0.5,0.80,48.859688,59.56,57.03,29.76,26.80,100.13,156.3,154.5,1.2,180,4.043,-32,-19,29,64.02,43.80,36.69,175.99,21.37,108.40,42.44,14:05:10,2024-07-15,44.433201,-73.195343,98.400002,14,0.750000,10:39:50,2024-07-15,-0.33,0.003,-0.000,0.028,-0.582,-0.965,-3.527,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491973,2.458700,1.662882,0.834708,0.225796,-0.034360,0.327935,0.260424,109.901192,0.000226,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104659,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
32,10:47:21,2024-07-15,Autogsw_F1s,KellerLab,,F1B,013,012,0.362063,2.917833,0.322096,3.805414,2.531048,2.426007,3.677484,1.146436,24.226088,25.275028,36.723331,0.441786,PSF-00474_20240715104721,0.000000,0.000000,0.000000,109.865425,352.568878,0.688386,0.5,0.80,55.551231,60.29,57.79,29.74,27.46,100.14,156.2,154.8,0.9,202,4.042,-38,16,1,51.89,61.71,40.76,-154.03,21.37,108.40,42.44,14:05:32,2024-07-15,44.433167,-73.195335,98.000000,13,0.840000,10:39:50,2024-07-15,-0.33,0.004,0.003,0.013,0.287,-0.144,-0.349,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.493013,2.459655,1.662466,0.835292,0.225925,-0.026403,0.329729,0.279109,109.865425,0.000217,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104721,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
33,10:48:13,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,012,0.633582,2.918836,0.520581,4.805116,2.580689,2.448235,3.476991,0.896302,24.449774,25.772551,34.723648,0.441786,PSF-00474_20240715104813,0.000000,0.000000,0.000000,90.560677,378.532654,0.760759,0.5,0.80,70.003990,61.55,58.39,29.72,26.51,100.13,156.3,153.9,1.5,230,4.041,-30,8,348,56.94,54.55,30.95,-176.30,21.37,108.63,42.27,14:06:24,2024-07-15,44.433170,-73.195358,98.300003,13,0.780000,10:39:50,2024-07-15,-0.33,-0.001,-0.004,0.013,0.039,0.028,-0.119,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.493840,2.461300,1.663506,0.833771,0.226119,-0.037407,0.334086,0.303253,90.560677,0.000222,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104813,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
34,10:48:46,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,012,0.700139,2.919233,0.564703,5.102818,2.526875,2.386189,3.404865,0.877990,23.831261,25.236326,34.004951,0.441786,PSF-00474_20240715104846,0.000000,0.000000,0.000000,90.066788,377.894653,0.761662,0.5,0.80,65.421463,60.33,56.97,29.70,26.15,100.13,156.4,154.0,1.6,215,4.040,-29,8,347,56.55,55.12,29.99,-176.83,21.37,108.63,42.27,14:06:57,2024-07-15,44.433167,-73.195358,98.300003,14,0.750000,10:39:50,2024-07-15,-0.33,0.009,0.004,0.018,-0.173,-0.042,-0.403,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491916,2.459723,1.663918,0.833818,0.226293,-0.041333,0.336827,0.290189,90.066788,0.000217,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104846,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
35,10:49:09,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,012,0.595306,2.916697,0.494398,4.445407,2.557752,2.434982,3.431152,0.873400,24.318203,25.544310,34.266972,0.441786,PSF-00474_20240715104909,0.000000,0.000000,0.000000,86.283089,365.112671,0.763681,0.5,0.80,62.222332,61.12,58.19,29.69,26.28,100.13,156.1,154.1,1.3,204,4.039,-31,-18,6,70.75,32.97,35.39,153.75,21.37,108.87,42.10,14:07:20,2024-07-15,44.433174,-73.195366,98.199997,12,0.840000,10:39:50,2024-07-15,-0.33,-0.000,-0.004,0.012,0.205,-0.242,-0.148,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.493580,2.460759,1.661292,0.834115,0.226432,-0.039621,0.338808,0.280770,86.283089,0.000225,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715104909,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
36,10:50:17,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,011,0.647752,2.918129,0.530086,5.130937,2.493845,2.352214,3.434328,0.940483,23.492302,24.906818,34.299717,0.441786,PSF-00474_20240715105017,0.000000,0.000000,0.000000,95.058914,346.693390,0.725813,0.5,0.80,75.123070,59.69,56.30,29.66,26.30,100.13,156.3,152.4,2.5,259,4.038,-22,3,66,26.46,89.52,22.19,-106.04,21.37,109.11,41.93,14:08:28,2024-07-15,44.433193,-73.195366,98.800003,13,0.770000,10:39:50,2024-07-15,-0.33,0.002,-0.000,0.021,-0.216,-0.083,-0.133,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491007,2.458896,1.662773,0.831026,0.226669,-0.039116,0.344585,0.327743,95.058914,0.000224,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105017,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
37,10:51:08,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,011,0.716540,2.916606,0.575222,5.398489,2.591592,2.442556,3.502634,0.911041,24.396101,25.884668,34.984093,0.441786,PSF-00474_20240715105108,0.000000,0.000000,0.000000,97.717163,368.023743,0.734481,0.5,0.80,71.649002,61.96,58.40,29.68,26.63,100.12,156.1,152.8,2.1,244,4.036,-26,-3,61,33.15,83.72,26.16,-125.82,21.37,109.35,41.77,14:09:19,2024-07-15,44.433193,-73.195366,98.800003,12,0.840000,10:50:42,2024-07-15,-0.23,0.003,0.004,0.013,-0.462,0.096,-0.339,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.493869,2.461733,1.661198,0.831743,0.226511,-0.035409,0.349039,0.315050,97.717163,0.000220,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105108,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
38,10:51:29,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,011,0.668886,2.919677,0.544210,5.087277,2.546431,2.406262,3.454307,0.907875,24.033781,25.433792,34.501663,0.441786,PSF-00474_20240715105129,0.000000,0.000000,0.000000,95.530632,372.926819,0.743835,0.5,0.80,72.945175,60.91,57.56,29.67,26.40,100.12,156.5,151.8,3.0,245,4.037,-24,14,45,23.04,92.02,27.57,-103.49,21.37,109.35,41.77,14:09:40,2024-07-15,44.433193,-73.195366,99.000000,15,0.740000,10:50:42,2024-07-15,-0.23,0.006,0.003,0.019,-0.070,0.608,0.404,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.492721,2.460363,1.664379,0.829939,0.226575,-0.038090,0.350827,0.316151,95.530632,0.000217,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105129,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
39,10:52:12,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,010,0.622832,2.919858,0.513333,6.913937,2.582436,2.392035,3.887350,1.304914,23.891745,25.793476,38.827007,0.441786,PSF-00474_20240715105212,0.000000,0.000000,0.000000,196.306580,288.081757,0.318573,0.5,0.80,163.137329,61.72,57.17,29.69,28.41,100.12,156.5,153.9,1.7,1280,4.036,0,0,35,41.60,74.78,0.00,35.00,21.37,109.59,41.60,14:10:23,2024-07-15,44.433208,-73.195351,98.900002,14,0.780000,10:50:42,2024-07-15,-0.23,-0.001,-0.001,0.018,-1.868,-3.653,-6.963,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.492188,2.461413,1.664567,0.833652,0.226446,-0.014345,0.354471,1.199139,196.306580,0.000218,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105212,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
40,10:52:41,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,010,0.685935,2.920455,0.555470,7.618028,2.589617,2.379943,3.918077,1.328460,23.771202,25.865454,39.134293,0.441786,PSF-00474_20240715105241,0.000000,0.000000,0.000000,153.039688,271.889099,0.437125,0.5,0.80,231.138092,61.75,56.75,29.72,28.55,100.12,156.5,154.0,1.7,1322,4.035,-10,-2,5,46.80,68.46,10.20,173.63,21.37,109.59,41.60,14:10:52,2024-07-15,44.433205,-73.195358,99.099998,14,0.770000,10:50:42,2024-07-15,-0.23,-0.001,0.000,0.014,-0.849,-0.106,-0.711,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491609,2.461445,1.665189,0.833799,0.226099,-0.013191,0.357111,1.234718,153.039688,0.000217,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105241,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
41,10:53:04,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,010,0.729504,2.919075,0.583645,7.670949,2.672534,2.461364,3.944855,1.272322,24.585735,26.695038,39.403831,0.441786,PSF-00474_20240715105304,0.000000,0.000000,0.000000,157.474274,276.457794,0.430386,0.5,0.80,210.143646,63.59,58.57,29.76,28.67,100.11,156.4,154.0,1.5,1221,4.033,3,-5,25,46.74,68.54,5.83,84.11,21.37,109.84,41.43,14:11:15,2024-07-15,44.433220,-73.195366,98.699997,13,0.830000,10:50:42,2024-07-15,-0.23,-0.001,-0.000,0.002,-1.170,-3.391,-9.803,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.494073,2.463830,1.663754,0.833961,0.225765,-0.012236,0.359427,1.148340,157.474274,0.000219,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105304,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
42,10:54:27,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,009,0.839176,2.917931,0.651740,8.671303,2.699603,2.460762,3.987033,1.287430,24.581253,26.967112,39.827614,0.441786,PSF-00474_20240715105427,0.000000,0.000000,0.000000,206.973907,325.655579,0.364439,0.5,0.80,188.895721,63.39,57.78,29.99,28.85,100.11,156.2,153.6,1.7,1296,4.033,0,7,268,44.28,71.59,7.00,178.00,21.37,110.08,41.26,14:12:37,2024-07-15,44.433208,-73.195358,98.300003,14,0.760000,10:50:42,2024-07-15,-0.23,0.002,-0.001,0.013,-1.471,-3.012,-5.972,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.492937,2.463503,1.662567,0.833241,0.223722,-0.012833,0.368015,1.212430,206.973907,0.000217,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105427,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
43,10:55:03,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,009,1.008986,2.918077,0.749746,7.422777,2.627541,2.422940,3.587970,0.960429,24.201086,26.244699,35.837769,0.441786,PSF-00474_20240715105503,0.000000,0.000000,0.000000,104.345444,342.993378,0.695780,0.5,0.80,77.978363,61.43,56.65,30.07,27.04,100.12,156.3,153.5,1.8,280,4.031,0,9,312,38.53,78.23,9.00,-138.00,21.37,110.33,41.09,14:13:14,2024-07-15,44.433201,-73.195351,98.099998,14,0.760000,10:50:42,2024-07-15,-0.23,0.010,0.004,0.019,-0.145,0.172,1.430,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491371,2.460935,1.662719,0.832925,0.223061,-0.035309,0.371595,0.346024,104.345444,0.000222,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105503,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
44,10:55:30,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,009,0.928767,2.916032,0.704410,7.156069,2.588488,2.390831,3.574322,0.985834,23.879120,25.853273,35.699574,0.441786,PSF-00474_20240715105530,0.000000,0.000000,0.000000,104.684113,333.582764,0.686182,0.5,0.80,352.302063,60.41,55.79,30.10,26.98,100.12,156.0,153.6,1.5,1284,4.026,1,0,336,40.40,76.15,1.00,-24.00,21.37,110.33,41.09,14:13:41,2024-07-15,44.433258,-73.195374,97.800003,16,0.720000,10:50:42,2024-07-15,-0.23,-0.002,-0.002,-0.002,0.525,0.522,0.944,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.490194,2.459589,1.660605,0.833155,0.222772,-0.036474,0.374133,1.201989,104.684113,0.000222,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105530,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
45,10:58:57,2024-07-15,Autogsw_F1s,KellerLab,,F1B,012,007,0.555215,2.918115,0.466464,5.585831,2.648313,2.494391,3.808473,1.160160,24.916132,26.453629,38.042309,0.441786,PSF-00474_20240715105857,0.000000,0.000000,0.000000,106.339218,322.886475,0.670661,0.5,0.80,305.641418,60.59,57.07,30.45,28.06,100.11,156.3,135.1,13.6,1139,4.023,-31,2,358,57.27,54.07,31.06,-178.12,21.37,111.32,40.43,14:17:08,2024-07-15,44.433235,-73.195396,97.800003,16,0.720000,10:50:42,2024-07-15,-0.23,-0.002,-0.001,-0.026,0.271,-1.216,11.282,1,150,0.005,2.000000,0,rectangular,7000,10,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.491828,2.459726,1.662758,0.800584,0.219749,-0.027833,0.392725,1.078950,106.339218,0.000224,2.402632,-0.000055,1.000000,2.369919,-0.000062,1.000000,0.601405,0.600292,0.107003,0.000000,PSF-00474_20240715105857,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
